nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,nomor_jalur,arah_jalur,panjang_jalur,status_pohon, monitoring ,icon,Longitude,Latitude, panjang_pohon ,pangkal_pohon,ujung_pohon,rata_rata_pohon, volume_pohon ,no_produk,image1,image2
841,1904A09SMLJ0000000000132586,Meranti Merah,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7949183,2.11651215,0,0,0,0,0,0,media/,media/
845,1904A09SMLJ0000000000132588,Meranti Merah,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7948627,2.11725833,0,0,0,0,0,0,media/,media/
846,1904A09SMLJ0000000000132589,Meranti Kuning,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7948088,2.117176898,0,0,0,0,0,0,media/,media/
849,1904A09SMLJ0000000000132591,Meranti Kuning,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7948399,2.117310761,0,0,0,0,0,0,media/,media/
850,1904A09SMLJ0000000000132599,Meranti Kuning,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947769,2.117292658,0,0,0,0,0,0,media/,media/
855,1904A09SMLJ0000000000132606,Meranti Merah,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947564,2.117861419,0,0,0,0,0,0,media/,media/
856,1904A09SMLJ0000000000132607,Meranti Kuning,X-07,65,21,UTARA,719,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947564,2.117798089,0,0,0,0,0,0,media/,media/
887,1904A09SMLJ0000000000132604,Meranti Merah,X-07,65,22,SELATAN,728,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.79567,2.112304332,0,0,0,0,0,0,media/,media/
901,1904A09SMLJ0000000000132615,Meranti Merah,X-07,65,23,UTARA,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7958369,2.111292277,0,0,0,0,0,0,media/,media/
910,1904A09SMLJ0000000000132614,Meranti Merah,X-07,65,23,UTARA,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7957942,2.112408575,0,0,0,0,0,0,media/,media/
924,1904A09SMLJ0000000000132611,Meranti Merah,X-07,65,23,UTARA,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7954672,2.114795105,0,0,0,0,0,0,media/,media/
943,1904A09SMLJ0000000000132608,Meranti Merah,X-07,65,23,UTARA,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7950159,2.117782932,0,0,0,0,0,0,media/,media/
952,1904A09SMLJ0000000000132639,Kapur,X-07,65,24,SELATAN,735,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7952961,2.116501046,0,0,0,0,0,0,media/,media/
955,1904A09SMLJ0000000000132563,Meranti Merah,X-07,65,24,SELATAN,735,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7954502,2.116033436,0,0,0,0,0,0,media/,media/
965,1904A09SMLJ0000000000132647,Meranti Merah,X-07,65,24,SELATAN,735,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7960775,2.112179975,0,0,0,0,0,0,media/,media/
966,1904A09SMLJ0000000000132626,Keruing,X-07,65,24,SELATAN,735,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7960865,2.112143788,0,0,0,0,0,0,media/,media/
969,1904A09SMLJ0000000000132648,Meranti Merah,X-07,65,24,SELATAN,735,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7962038,2.111086509,0,0,0,0,0,0,media/,media/
972,1904A09SMLJ0000000000132646,Meranti Merah,X-07,65,25,UTARA,754,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7962546,2.111585646,0,0,0,0,0,0,media/,media/
977,1904A09SMLJ0000000000132640,Meranti Merah,X-07,65,25,UTARA,754,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7959588,2.114749096,0,0,0,0,0,0,media/,media/
1005,1904A09SMLJ0000000000132616,Meranti Merah,X-07,65,25,UTARA,754,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7955321,2.117580221,0,0,0,0,0,0,media/,media/
1013,1904A09SMLJ0000000000132655,Meranti Merah,X-07,65,26,SELATAN,757,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7959677,2.116769548,0,0,0,0,0,0,media/,media/
1015,1904A09SMLJ0000000000132654,Meranti Merah,X-07,65,26,SELATAN,757,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7960327,2.116347846,0,0,0,0,0,0,media/,media/
1018,1904A09SMLJ0000000000132653,Meranti Merah,X-07,65,26,SELATAN,757,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7960876,2.115868842,0,0,0,0,0,0,media/,media/
1027,1904A09SMLJ0000000000132630,Meranti Merah,X-07,65,26,SELATAN,757,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7962234,2.114512755,0,0,0,0,0,0,media/,media/
1030,1904A09SMLJ0000000000132651,Meranti Merah,X-07,65,26,SELATAN,757,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7961737,2.114256948,0,0,0,0,0,0,media/,media/
1036,1904A09SMLJ0000000000132650,Meranti Merah,X-07,65,26,SELATAN,757,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.796426,2.113016116,0,0,0,0,0,0,media/,media/
1053,1904A09SMLJ0000000000132627,Meranti Merah,X-07,65,27,UTARA,746,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7967196,2.111668012,0,0,0,0,0,0,media/,media/
1056,1904A09SMLJ0000000000132641,Meranti Merah,X-07,65,27,UTARA,746,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7966512,2.112444152,0,0,0,0,0,0,media/,media/
1063,1904A09SMLJ0000000000132629,Meranti Kuning,X-07,65,27,UTARA,746,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7965437,2.112902271,0,0,0,0,0,0,media/,media/
1088,1904A09SMLJ0000000000132643,Meranti Merah,X-07,65,27,UTARA,746,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7964426,2.116885299,0,0,0,0,0,0,media/,media/
1091,1904A09SMLJ0000000000132631,Meranti Merah,X-07,65,27,UTARA,746,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7963999,2.117117186,0,0,0,0,0,0,media/,media/
1108,1904A09SMLJ0000000000132645,Meranti Merah,X-07,65,28,SELATAN,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7967039,2.11500007,0,0,0,0,0,0,media/,media/
1114,1904A09SMLJ0000000000132657,Meranti Merah,X-07,65,28,SELATAN,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7966556,2.114311959,0,0,0,0,0,0,media/,media/
1120,1904A09SMLJ0000000000132658,Meranti Merah,X-07,65,28,SELATAN,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7968305,2.113048532,0,0,0,0,0,0,media/,media/
1126,1904A09SMLJ0000000000132659,Meranti Merah,X-07,65,28,SELATAN,729,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7968273,2.112622833,0,0,0,0,0,0,media/,media/
1145,1904A09SMLJ0000000000132634,Meranti Kuning,X-07,65,29,UTARA,698,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.796893,2.113517587,0,0,0,0,0,0,media/,media/
1159,1904A09SMLJ0000000000132633,Meranti Merah,X-07,65,29,UTARA,698,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7970022,2.116346362,0,0,0,0,0,0,media/,media/
1176,1904A09SMLJ0000000000132632,Meranti Merah,X-07,65,29,UTARA,698,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.796837,2.11791279,0,0,0,0,0,0,media/,media/
1188,1904A09SMLJ0000000000132667,Meranti Merah,X-07,65,30,SELATAN,686,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7972004,2.115425856,0,0,0,0,0,0,media/,media/
1191,1904A09SMLJ0000000000132666,Meranti Merah,X-07,65,30,SELATAN,686,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7972449,2.114641259,0,0,0,0,0,0,media/,media/
1195,1904A09SMLJ0000000000132663,Meranti Merah,X-07,65,30,SELATAN,686,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7973128,2.114170711,0,0,0,0,0,0,media/,media/
1197,1904A09SMLJ0000000000132664,Meranti Merah,X-07,65,30,SELATAN,686,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7971927,2.113339284,0,0,0,0,0,0,media/,media/
1205,1904A09SMLJ0000000000132638,Meranti Merah,X-07,65,30,SELATAN,686,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.797287,2.112342248,0,0,0,0,0,0,media/,media/
1213,1904A09SMLJ0000000000132637,Meranti Kuning,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7973983,2.112690074,0,0,0,0,0,0,media/,media/
1217,1904A09SMLJ0000000000132661,Meranti Kuning,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974699,2.112915533,0,0,0,0,0,0,media/,media/
1224,1904A09SMLJ0000000000132662,Meranti Merah,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974769,2.114059045,0,0,0,0,0,0,media/,media/
1225,1904A09SMLJ0000000000132636,Meranti Kuning,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974589,2.114031901,0,0,0,0,0,0,media/,media/
1232,1904A09SMLJ0000000000132665,Meranti Kuning,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974832,2.115385765,0,0,0,0,0,0,media/,media/
1238,1904A09SMLJ0000000000132668,Bangkirai,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974321,2.116677367,0,0,0,0,0,0,media/,media/
1239,1904A09SMLJ0000000000132669,Meranti Merah,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974883,2.11696163,0,0,0,0,0,0,media/,media/
1242,1904A09SMLJ0000000000132670,Meranti Kuning,X-07,65,31,UTARA,684,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7974808,2.117809464,0,0,0,0,0,0,media/,media/
12,1904A09SMLJ0000000000132691,Meranti Merah,X-08,60,1,UTARA,862,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7977151,2.113455257,0,0,0,0,0,0,media/,media/
13,1904A09SMLJ0000000000132671,Keranji,X-08,60,1,UTARA,862,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7975802,2.113536663,0,0,0,0,0,0,media/,media/
28,1904A09SMLJ0000000000132672,Jambu-jambu,X-08,60,1,UTARA,862,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7977334,2.115133909,0,0,0,0,0,0,media/,media/
50,1904A09SMLJ0000000000132681,Meranti Merah,X-08,60,1,UTARA,862,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.797666,2.117726986,0,0,0,0,0,0,media/,media/
62,1904A09SMLJ0000000000132693,Meranti Merah,X-08,60,1,UTARA,862,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7977246,2.117362937,0,0,0,0,0,0,media/,media/
78,1904A09SMLJ0000000000132673,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7978722,2.118898027,0,0,0,0,0,0,media/,media/
83,1904A09SMLJ0000000000132684,Kapur,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7979659,2.118021681,0,0,0,0,0,0,media/,media/
88,1904A09SMLJ0000000000132686,Kapur,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7978595,2.11762053,0,0,0,0,0,0,media/,media/
90,1904A09SMLJ0000000000132687,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7979868,2.117254697,0,0,0,0,0,0,media/,media/
95,1904A09SMLJ0000000000132688,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7978534,2.116897749,0,0,0,0,0,0,media/,media/
99,1904A09SMLJ0000000000132689,Medang,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.797854,2.116665873,0,0,0,0,0,0,media/,media/
110,1904A09SMLJ0000000000132700,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7978772,2.115330594,0,0,0,0,0,0,media/,media/
111,1904A09SMLJ0000000000132674,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7979492,2.115330604,0,0,0,0,0,0,media/,media/
115,1904A09SMLJ0000000000132701,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7978622,2.114689,0,0,0,0,0,0,media/,media/
118,1904A09SMLJ0000000000132676,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7980248,2.114537383,0,0,0,0,0,0,media/,media/
120,1904A09SMLJ0000000000132702,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7979086,2.114342377,0,0,0,0,0,0,media/,media/
122,1904A09SMLJ0000000000132677,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7980271,2.113828389,0,0,0,0,0,0,media/,media/
128,1904A09SMLJ0000000000132678,Meranti Merah,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.798031,2.112868655,0,0,0,0,0,0,media/,media/
129,1904A09SMLJ0000000000132703,Meranti Kuning,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7978781,2.112805305,0,0,0,0,0,0,media/,media/
133,1904A09SMLJ0000000000132704,Meranti Kuning,X-08,60,2,SELATAN,859,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7980063,2.11226035,0,0,0,0,0,0,media/,media/
134,1904A09SMLJ0000000000132679,Meranti Merah,X-08,60,3,UTARA,855,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7982594,2.112595103,0,0,0,0,0,0,media/,media/
151,1904A09SMLJ0000000000132698,Meranti Merah,X-08,60,3,UTARA,855,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7982286,2.115161639,0,0,0,0,0,0,media/,media/
167,1904A09SMLJ0000000000132697,Meranti Merah,X-08,60,3,UTARA,855,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7982234,2.116928156,0,0,0,0,0,0,media/,media/
169,1904A09SMLJ0000000000132695,Meranti Merah,X-08,60,3,UTARA,855,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7982054,2.117054814,0,0,0,0,0,0,media/,media/
170,1904A09SMLJ0000000000132694,Meranti Merah,X-08,60,3,UTARA,855,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7981964,2.117054813,0,0,0,0,0,0,media/,media/
210,1904A09SMLJ0000000000132705,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7983002,2.11859414,0,0,0,0,0,0,media/,media/
213,1904A09SMLJ0000000000132721,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7983426,2.118430068,0,0,0,0,0,0,media/,media/
214,1904A09SMLJ0000000000132722,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7983516,2.118411975,0,0,0,0,0,0,media/,media/
220,1904A09SMLJ0000000000132723,Kapur,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.798465,2.11824208,0,0,0,0,0,0,media/,media/
224,1904A09SMLJ0000000000132706,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7983321,2.117895542,0,0,0,0,0,0,media/,media/
228,1904A09SMLJ0000000000132724,Keruing,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7984813,2.117667833,0,0,0,0,0,0,media/,media/
231,1904A09SMLJ0000000000132725,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7984964,2.116906019,0,0,0,0,0,0,media/,media/
239,1904A09SMLJ0000000000132707,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7983807,2.115489371,0,0,0,0,0,0,media/,media/
240,1904A09SMLJ0000000000132726,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7984706,2.115444147,0,0,0,0,0,0,media/,media/
241,1904A09SMLJ0000000000132708,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7984076,2.115444138,0,0,0,0,0,0,media/,media/
247,1904A09SMLJ0000000000132709,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7984284,2.115071292,0,0,0,0,0,0,media/,media/
252,1904A09SMLJ0000000000132710,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7984311,2.114218686,0,0,0,0,0,0,media/,media/
256,1904A09SMLJ0000000000132728,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7985942,2.113284699,0,0,0,0,0,0,media/,media/
257,1904A09SMLJ0000000000132729,Meranti Merah,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7985365,2.113175681,0,0,0,0,0,0,media/,media/
258,1904A09SMLJ0000000000132711,Meranti Kuning,X-08,60,4,SELATAN,840,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7985095,2.113148536,0,0,0,0,0,0,media/,media/
261,1904A09SMLJ0000000000132712,Meranti Kuning,X-08,60,5,UTARA,785,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7987027,2.113706755,0,0,0,0,0,0,media/,media/
269,1904A09SMLJ0000000000132731,Meranti Merah,X-08,60,5,UTARA,785,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7988313,2.114741463,0,0,0,0,0,0,media/,media/
281,1904A09SMLJ0000000000132713,Meranti Merah,X-08,60,5,UTARA,785,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7986466,2.115982159,0,0,0,0,0,0,media/,media/
292,1904A09SMLJ0000000000132714,Meranti Merah,X-08,60,5,UTARA,785,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7986253,2.117265176,0,0,0,0,0,0,media/,media/
300,1904A09SMLJ0000000000141590,Meranti Merah,X-08,60,5,UTARA,785,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7986101,2.118068419,0,0,0,0,0,0,media/,media/
303,1904A09SMLJ0000000000132732,Meranti Merah,X-08,60,5,UTARA,785,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7987575,2.118511284,0,0,0,0,0,0,media/,media/
333,1904A09SMLJ0000000000132716,Meranti Merah,X-08,60,6,SELATAN,728,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7987479,2.118510753,0,0,0,0,0,0,media/,media/
344,1904A09SMLJ0000000000132733,Meranti Merah,X-08,60,6,SELATAN,728,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7989527,2.11718217,0,0,0,0,0,0,media/,media/
365,1904A09SMLJ0000000000132734,Meranti Merah,X-08,60,6,SELATAN,728,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7990098,2.114295525,0,0,0,0,0,0,media/,media/
367,1904A09SMLJ0000000000132717,Meranti Merah,X-08,60,6,SELATAN,728,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7989604,2.114192148,0,0,0,0,0,0,media/,media/
373,1904A09SMLJ0000000000132745,Meranti Merah,X-08,60,7,UTARA,702,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7992106,2.11419851,0,0,0,0,0,0,media/,media/
385,1904A09SMLJ0000000000132735,Meranti Merah,X-08,60,7,UTARA,702,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7991395,2.115409424,0,0,0,0,0,0,media/,media/
390,1904A09SMLJ0000000000132746,Meranti Merah,X-08,60,7,UTARA,702,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.79915,2.116029046,0,0,0,0,0,0,media/,media/
412,1904A09SMLJ0000000000132747,Meranti Merah,X-08,60,7,UTARA,702,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7991808,2.117420991,0,0,0,0,0,0,media/,media/
422,1904A09SMLJ0000000000132748,Meranti Merah,X-08,60,7,UTARA,702,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7991179,2.119018712,0,0,0,0,0,0,media/,media/
425,1904A09SMLJ0000000000132749,Keranji,X-08,60,7,UTARA,702,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7991096,2.119422067,0,0,0,0,0,0,media/,media/
436,1904A09SMLJ0000000000132718,Meranti Merah,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7992858,2.119591748,0,0,0,0,0,0,media/,media/
437,1904A09SMLJ0000000000132680,Pasang,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7993308,2.119519377,0,0,0,0,0,0,media/,media/
441,1904A09SMLJ0000000000132719,Kempas,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7993384,2.118899152,0,0,0,0,0,0,media/,media/
444,1904A09SMLJ0000000000132720,Meranti Merah,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.799387,2.118497791,0,0,0,0,0,0,media/,media/
446,1904A09SMLJ0000000000132750,Kembang Semangkok,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7992764,2.118484996,0,0,0,0,0,0,media/,media/
462,1904A09SMLJ0000000000132751,Meranti Merah,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7994499,2.11641107,0,0,0,0,0,0,media/,media/
472,1904A09SMLJ0000000000132752,Meranti Kuning,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7994225,2.115230893,0,0,0,0,0,0,media/,media/
476,1904A09SMLJ0000000000132736,Medang,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7994677,2.11478028,0,0,0,0,0,0,media/,media/
479,1904A09SMLJ0000000000132753,Meranti Kuning,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7995428,2.114419007,0,0,0,0,0,0,media/,media/
481,1904A09SMLJ0000000000132737,Sindur,X-08,60,8,SELATAN,689,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.799531,2.114201337,0,0,0,0,0,0,media/,media/
489,1904A09SMLJ0000000000132754,Meranti Kuning,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996576,2.115423459,0,0,0,0,0,0,media/,media/
492,1904A09SMLJ0000000000132755,Meranti Kuning,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996161,2.115741339,0,0,0,0,0,0,media/,media/
494,1904A09SMLJ0000000000132756,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.799672,2.115931005,0,0,0,0,0,0,media/,media/
495,1904A09SMLJ0000000000132738,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996559,2.116006311,0,0,0,0,0,0,media/,media/
496,1904A09SMLJ0000000000132739,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996739,2.116096784,0,0,0,0,0,0,media/,media/
497,1904A09SMLJ0000000000132757,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7995675,2.116133217,0,0,0,0,0,0,media/,media/
498,1904A09SMLJ0000000000132740,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996485,2.116178463,0,0,0,0,0,0,media/,media/
499,1904A09SMLJ0000000000132741,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.799713,2.116341457,0,0,0,0,0,0,media/,media/
506,1904A09SMLJ0000000000132742,Medang,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996754,2.11693083,0,0,0,0,0,0,media/,media/
510,1904A09SMLJ0000000000132758,Medang,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7995741,2.117645956,0,0,0,0,0,0,media/,media/
512,1904A09SMLJ0000000000132743,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7995218,2.117852527,0,0,0,0,0,0,media/,media/
514,1904A09SMLJ0000000000132744,Medang,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996151,2.118055392,0,0,0,0,0,0,media/,media/
519,1904A09SMLJ0000000000132759,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7995735,2.118439403,0,0,0,0,0,0,media/,media/
523,1904A09SMLJ0000000000132760,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7995855,2.118766072,0,0,0,0,0,0,media/,media/
524,1904A09SMLJ0000000000132765,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7994866,2.118793201,0,0,0,0,0,0,media/,media/
530,1904A09SMLJ0000000000132766,Meranti Merah,X-08,60,9,UTARA,676,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.799475,2.119395721,0,0,0,0,0,0,media/,media/
540,1904A09SMLJ0000000000132771,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7996156,2.119482184,0,0,0,0,0,0,media/,media/
544,1904A09SMLJ0000000000132762,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7997012,2.119054336,0,0,0,0,0,0,media/,media/
549,1904A09SMLJ0000000000132764,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7997578,2.118443271,0,0,0,0,0,0,media/,media/
555,1904A09SMLJ0000000000132772,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7997334,2.117510367,0,0,0,0,0,0,media/,media/
558,1904A09SMLJ0000000000132767,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7997973,2.11734806,0,0,0,0,0,0,media/,media/
560,1904A09SMLJ0000000000132773,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7997683,2.116714712,0,0,0,0,0,0,media/,media/
