nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,nomor_jalur,arah_jalur,panjang_jalur,status_pohon, monitoring ,icon,Longitude,Latitude, panjang_pohon ,pangkal_pohon,ujung_pohon,rata_rata_pohon, volume_pohon ,no_produk,image1,image2
602,1904A09SMLJ0000000000128848,Kapur,X-01,57,12,SELATAN,610,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7913924,2.132161133,0,0,0,0,0,0,media/,media/
603,1904A09SMLJ0000000000128849,Meranti Merah,X-01,57,12,SELATAN,610,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7913936,2.132047232,17.8,95,79,87,10.58,2067,media/,media/
617,1904A09SMLJ0000000000128851,Meranti Merah,X-01,57,13,UTARA,613,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7916091,2.133300804,0,0,0,0,0,0,media/,media/
625,1904A09SMLJ0000000000128852,Meranti Merah,X-01,57,13,UTARA,613,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.791503,2.134262044,0,0,0,0,0,0,media/,media/
633,1904A09SMLJ0000000000128855,Meranti,X-01,57,13,UTARA,613,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7915817,2.135539515,0,0,0,0,0,0,media/,media/
634,1904A09SMLJ0000000000128856,Meranti,X-01,57,13,UTARA,613,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7915008,2.13552141,0,0,0,0,0,0,media/,media/
638,1904A09SMLJ0000000000128857,Meranti Merah,X-01,57,13,UTARA,613,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7915383,2.13646916,0,0,0,0,0,0,media/,media/
642,1904A09SMLJ0000000000128858,Bangkirai,X-01,57,13,UTARA,613,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7915728,2.136667461,0,0,0,0,0,0,media/,media/
647,1904A09SMLJ0000000000128859,Keranji,X-01,57,14,SELATAN,614,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.791724,2.136376392,16.3,63,50,56,4.01,2064,media/,media/
648,1904A09SMLJ0000000000128860,Jabon,X-01,57,14,SELATAN,614,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7917052,2.136310107,0,0,0,0,0,0,media/,media/
652,1904A09SMLJ0000000000128861,Meranti Merah,X-01,57,14,SELATAN,614,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7917022,2.135758441,19.2,62,53,57,4.47,2070,media/,media/
657,1904A09SMLJ0000000000128863,Meranti Merah,X-01,57,14,SELATAN,614,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7917673,2.134544678,0,0,0,0,0,0,media/,media/
660,1904A09SMLJ0000000000128864,Meranti Merah,X-01,57,14,SELATAN,614,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7918353,2.133829112,0,0,0,0,0,0,media/,media/
661,1904A09SMLJ0000000000128865,Kapur,X-01,57,14,SELATAN,614,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7917095,2.133675294,12.7,112,96,104,10.79,1343,media/,media/
667,1904A09SMLJ0000000000128866,Meranti Merah,X-01,57,14,SELATAN,614,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7918557,2.132604256,0,0,0,0,0,0,media/,media/
672,1904A09SMLJ0000000000128867,Meranti Merah,X-01,57,14,SELATAN,614,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7918439,2.132056848,17.1,92,76,84,9.48,1330,media/,media/
677,1904A09SMLJ0000000000128868,Jabon,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7920243,2.131312882,0,0,0,0,0,0,media/,media/
678,1904A09SMLJ0000000000128869,Jabon,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7919991,2.131628453,0,0,0,0,0,0,media/,media/
679,1904A09SMLJ0000000000128870,Jabon,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.792044,2.131619412,0,0,0,0,0,0,media/,media/
681,1904A09SMLJ0000000000128871,Jabon,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.792071,2.131528944,0,0,0,0,0,0,media/,media/
685,1904A09SMLJ0000000000128872,Jabon,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7920189,2.131709235,0,0,0,0,0,0,media/,media/
689,1904A09SMLJ0000000000128873,Meranti Merah,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7920962,2.132227143,0,0,0,0,0,0,media/,media/
699,1904A09SMLJ0000000000128874,Meranti Merah,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7919389,2.133671634,0,0,0,0,0,0,media/,media/
700,1904A09SMLJ0000000000128875,Meranti Merah,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7919659,2.133635449,0,0,0,0,0,0,media/,media/
709,1904A09SMLJ0000000000128877,Meranti Merah,X-01,57,15,UTARA,618,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7921347,2.136012173,17.2,90,73,81,8.69,1331,media/,media/
710,1904A09SMLJ0000000000128878,Meranti Merah,X-01,57,15,UTARA,618,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7919834,2.136166607,0,0,0,0,0,0,media/,media/
730,1904A09SMLJ0000000000128882,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7922322,2.136244118,0,0,0,0,0,0,media/,media/
731,1904A09SMLJ0000000000128883,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7922482,2.136120516,21.8,88,64,76,9.89,1327,media/,media/
739,1904A09SMLJ0000000000128884,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7922802,2.13501999,20,90,64,77,9.31,1722,media/,media/
745,1904A09SMLJ0000000000128885,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7921933,2.134348641,0,0,0,0,0,0,media/,media/
750,1904A09SMLJ0000000000128886,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7921088,2.133273564,0,0,0,0,0,0,media/,media/
752,1904A09SMLJ0000000000128887,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7922669,2.133081317,0,0,0,0,0,0,media/,media/
753,1904A09SMLJ0000000000128888,Kapur,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.79215,2.133036066,0,0,0,0,0,0,media/,media/
756,1904A09SMLJ0000000000128889,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7922518,2.132531661,14.6,57,47,52,3.1,1341,media/,media/
757,1904A09SMLJ0000000000128890,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7921259,2.132423079,0,0,0,0,0,0,media/,media/
760,1904A09SMLJ0000000000128891,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7921508,2.132340901,0,0,0,0,0,0,media/,media/
763,1904A09SMLJ0000000000128892,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7922116,2.132221385,0,0,0,0,0,0,media/,media/
768,1904A09SMLJ0000000000128893,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7922275,2.131997938,21.1,70,41,55,5.01,1334,media/,media/
769,1904A09SMLJ0000000000128894,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7921555,2.131970787,0,0,0,0,0,0,media/,media/
771,1904A09SMLJ0000000000128895,Meranti Merah,X-01,57,16,SELATAN,615,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7922323,2.131663504,0,0,0,0,0,0,media/,media/
778,1904A09SMLJ0000000000128896,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7924404,2.13195948,0,0,0,0,0,0,media/,media/
779,1904A09SMLJ0000000000128897,Jelutung,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923954,2.13187805,0,0,0,0,0,0,media/,media/
782,1904A09SMLJ0000000000128898,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923555,2.132103734,0,0,0,0,0,0,media/,media/
785,1904A09SMLJ0000000000128899,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923963,2.132250775,0,0,0,0,0,0,media/,media/
794,1904A09SMLJ0000000000128900,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7924661,2.133917094,20.3,53,38,45,3.23,2054,media/,media/
798,1904A09SMLJ0000000000128901,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923569,2.134064089,0,0,0,0,0,0,media/,media/
799,1904A09SMLJ0000000000128902,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923712,2.134342841,0,0,0,0,0,0,media/,media/
800,1904A09SMLJ0000000000128903,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923622,2.134333793,0,0,0,0,0,0,media/,media/
802,1904A09SMLJ0000000000128904,Jelutung,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923576,2.134471396,0,0,0,0,0,0,media/,media/
809,1904A09SMLJ0000000000128906,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923962,2.135597717,0,0,0,0,0,0,media/,media/
811,1904A09SMLJ0000000000128907,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7923872,2.135525339,0,0,0,0,0,0,media/,media/
814,1904A09SMLJ0000000000128908,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7924004,2.135909931,0,0,0,0,0,0,media/,media/
821,1904A09SMLJ0000000000128909,Meranti Merah,X-01,57,17,UTARA,612,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7925625,2.136559003,23,81,54,67,7.36,1745,media/,media/
835,1904A09SMLJ0000000000128910.01,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7927544,2.135353316,10.9,83,65,74,4.69,1326,media/,media/
835,1904A09SMLJ0000000000128910.02,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7927544,2.135353316,11.3,65,52,58,2.99,1322,media/,media/
836,1904A09SMLJ0000000000128911,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7926702,2.135198213,0,0,0,0,0,0,media/,media/
837,1904A09SMLJ0000000000128912,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7927353,2.134792035,0,0,0,0,0,0,media/,media/
838,1904A09SMLJ0000000000128913,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7925753,2.134571365,0,0,0,0,0,0,media/,media/
839,1904A09SMLJ0000000000128914,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7926473,2.134517092,0,0,0,0,0,0,media/,media/
840,1904A09SMLJ0000000000128915,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7926203,2.134444712,0,0,0,0,0,0,media/,media/
841,1904A09SMLJ0000000000128916,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7926135,2.134114342,0,0,0,0,0,0,media/,media/
851,1904A09SMLJ0000000000128917,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7926753,2.131722462,0,0,0,0,0,0,media/,media/
852,1904A09SMLJ0000000000128918,Meranti Merah,X-01,57,18,SELATAN,609,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7925943,2.131631979,0,0,0,0,0,0,media/,media/
856,1904A09SMLJ0000000000128919,Meranti Merah,X-01,57,19,UTARA,617,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.792912,2.131963828,0,0,0,0,0,0,media/,media/
857,1904A09SMLJ0000000000128920,Meranti Merah,X-01,57,19,UTARA,617,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.792939,2.131864313,0,0,0,0,0,0,media/,media/
860,1904A09SMLJ0000000000128921,Meranti Merah,X-01,57,19,UTARA,617,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7928023,2.132174512,0,0,0,0,0,0,media/,media/
863,1904A09SMLJ0000000000128922,Meranti Merah,X-01,57,19,UTARA,617,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7929024,2.132312495,0,0,0,0,0,0,media/,media/
877,1904A09SMLJ0000000000128923,Meranti Merah,X-01,57,19,UTARA,617,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7929078,2.134493419,0,0,0,0,0,0,media/,media/
926,1904A09SMLJ0000000000128925,Meranti Merah,X-01,57,20,SELATAN,625,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7930711,2.135782103,0,0,0,0,0,0,media/,media/
930,1904A09SMLJ0000000000128926,Meranti Merah,X-01,57,20,SELATAN,625,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.793115,2.135285202,0,0,0,0,0,0,media/,media/
936,1904A09SMLJ0000000000128928,Medang,X-01,57,20,SELATAN,625,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7930632,2.134666961,0,0,0,0,0,0,media/,media/
966,1904A09SMLJ0000000000128930,Meranti Merah,X-01,57,21,UTARA,628,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7933006,2.135891773,0,0,0,0,0,0,media/,media/
973,1904A09SMLJ0000000000128931,Meranti,X-01,57,21,UTARA,628,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7932876,2.136376142,0,0,0,0,0,0,media/,media/
990,1904A09SMLJ0000000000128932,Meranti Merah,X-01,57,22,SELATAN,623,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7934585,2.135430498,0,0,0,0,0,0,media/,media/
994,1904A09SMLJ0000000000128933,Meranti Merah,X-01,57,22,SELATAN,623,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7935096,2.134732917,0,0,0,0,0,0,media/,media/
1008,1904A09SMLJ0000000000128935,Kapur,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7938216,2.131527498,0,0,0,0,0,0,media/,media/
1012,1904A09SMLJ0000000000128934,Kapur,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7938587,2.131647243,0,0,0,0,0,0,media/,media/
1018,1904A09SMLJ0000000000128936,Kapur,X-01,57,23,UTARA,616,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7938061,2.131778609,20.1,79,51,65,5.61,1716,media/,media/
1019,1904A09SMLJ0000000000128937,Jabon,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7937342,2.131733364,0,0,0,0,0,0,media/,media/
1020,1904A09SMLJ0000000000128938,Kapur,X-01,57,23,UTARA,616,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7937363,2.132130482,19.4,65,47,56,4.78,1332,media/,media/
1024,1904A09SMLJ0000000000128939,Meranti Merah,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.793794,2.132389281,0,0,0,0,0,0,media/,media/
1026,1904A09SMLJ0000000000128940,Meranti,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7936752,2.132779091,0,0,0,0,0,0,media/,media/
1027,1904A09SMLJ0000000000128941,Meranti,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7937742,2.132733868,0,0,0,0,0,0,media/,media/
1035,1904A09SMLJ0000000000128943,Meranti Merah,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7937471,2.133555325,0,0,0,0,0,0,media/,media/
1039,1904A09SMLJ0000000000128944,Meranti,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7937227,2.133948692,0,0,0,0,0,0,media/,media/
1054,1904A09SMLJ0000000000128945,Meranti Merah,X-01,57,23,UTARA,616,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7936574,2.135404676,0,0,0,0,0,0,media/,media/
1064,1904A09SMLJ0000000000128947,Meranti Merah,X-01,57,24,SELATAN,608,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7939372,2.136312783,0,0,0,0,0,0,media/,media/
1070,1904A09SMLJ0000000000128948,Meranti Merah,X-01,57,24,SELATAN,608,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7939478,2.135202014,0,0,0,0,0,0,media/,media/
1072,1904A09SMLJ0000000000128949,Meranti Merah,X-01,57,24,SELATAN,608,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.793906,2.135031401,0,0,0,0,0,0,media/,media/
1073,1904A09SMLJ0000000000128950,Meranti Merah,X-01,57,24,SELATAN,608,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7938911,2.134662654,0,0,0,0,0,0,media/,media/
1077,1904A09SMLJ0000000000128951,Meranti,X-01,57,24,SELATAN,608,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7939264,2.133814513,0,0,0,0,0,0,media/,media/
1101,1904A09SMLJ0000000000128953,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7941634,2.132426791,0,0,0,0,0,0,media/,media/
1103,1904A09SMLJ0000000000128954,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7940195,2.132426771,0,0,0,0,0,0,media/,media/
1107,1904A09SMLJ0000000000128955,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7941685,2.133066664,0,0,0,0,0,0,media/,media/
1112,1904A09SMLJ0000000000128956,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7940194,2.133369536,0,0,0,0,0,0,media/,media/
1113,1904A09SMLJ0000000000128957,Meranti,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7940644,2.133369542,0,0,0,0,0,0,media/,media/
1114,1904A09SMLJ0000000000128958,Meranti Kuning,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7941543,2.133324318,0,0,0,0,0,0,media/,media/
1117,1904A09SMLJ0000000000128959,Meranti,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7941051,2.133513573,0,0,0,0,0,0,media/,media/
1126,1904A09SMLJ0000000000128962,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7940896,2.134632369,0,0,0,0,0,0,media/,media/
1127,1904A09SMLJ0000000000128963,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7939779,2.134927427,0,0,0,0,0,0,media/,media/
1128,1904A09SMLJ0000000000128964,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7939869,2.134782674,0,0,0,0,0,0,media/,media/
1130,1904A09SMLJ0000000000128965,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7940911,2.134968481,13.9,106,97,101,11.14,1717,media/,media/
1137,1904A09SMLJ0000000000128967,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.793962,2.135480266,0,0,0,0,0,0,media/,media/
1138,1904A09SMLJ0000000000128968,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7939487,2.135816266,0,0,0,0,0,0,media/,media/
1144,1904A09SMLJ0000000000128970,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.794013,2.136527878,0,0,0,0,0,0,media/,media/
1145,1904A09SMLJ0000000000128971,Meranti Merah,X-01,57,25,UTARA,603,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.79395,2.136527869,0,0,0,0,0,0,media/,media/
1150,1904A09SMLJ0000000000128972,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943455,2.136680877,0,0,0,0,0,0,media/,media/
1156,1904A09SMLJ0000000000128974,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943544,2.135623735,0,0,0,0,0,0,media/,media/
1157,1904A09SMLJ0000000000128975,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943289,2.135542061,0,0,0,0,0,0,media/,media/
1169,1904A09SMLJ0000000000128976,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.794228,2.134648513,0,0,0,0,0,0,media/,media/
1174,1904A09SMLJ0000000000128978,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7942573,2.133347455,0,0,0,0,0,0,media/,media/
1176,1904A09SMLJ0000000000128979,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943113,2.133284132,0,0,0,0,0,0,media/,media/
1177,1904A09SMLJ0000000000128980,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943938,2.133160538,0,0,0,0,0,0,media/,media/
1178,1904A09SMLJ0000000000128981,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7942409,2.133115282,0,0,0,0,0,0,media/,media/
1179,1904A09SMLJ0000000000128982,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7942409,2.133079093,0,0,0,0,0,0,media/,media/
1188,1904A09SMLJ0000000000128983,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7942979,2.132797968,0,0,0,0,0,0,media/,media/
1189,1904A09SMLJ0000000000128984,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7942648,2.132414873,20,58,42,50,3.93,2071,media/,media/
1190,1904A09SMLJ0000000000128985,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943097,2.13237869,0,0,0,0,0,0,media/,media/
1191,1904A09SMLJ0000000000128986,Meranti Merah,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7943907,2.132315371,0,0,0,0,0,0,media/,media/
1196,1904A09SMLJ0000000000128987,Meranti,X-01,57,26,SELATAN,591,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7942947,2.132089112,0,0,0,0,0,0,media/,media/
1199,1904A09SMLJ0000000000128988,Meranti,X-01,57,27,UTARA,582,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.794646,2.13188155,0,0,0,0,0,0,media/,media/
1211,1904A09SMLJ0000000000128990,Meranti,X-01,57,27,UTARA,582,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7944408,2.135013566,0,0,0,0,0,0,media/,media/
1219,1904A09SMLJ0000000000128991,Meranti Merah,X-01,57,27,UTARA,582,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7945436,2.135301258,0,0,0,0,0,0,media/,media/
1221,1904A09SMLJ0000000000128992,Meranti Merah,X-01,57,27,UTARA,582,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7944901,2.135771457,17.2,90,70,80,8.65,1736,media/,media/
1229,1904A09SMLJ0000000000128994,Meranti Merah,X-01,57,27,UTARA,582,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7945805,2.136446819,17.2,73,62,67,6.06,2057,media/,media/
1234,1904A09SMLJ0000000000128995,Bangkirai,X-01,57,28,SELATAN,567,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947844,2.13638985,0,0,0,0,0,0,media/,media/
1246,1904A09SMLJ0000000000128996,Meranti Merah,X-01,57,28,SELATAN,567,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947401,2.135343497,0,0,0,0,0,0,media/,media/
1263,1904A09SMLJ0000000000128998,Meranti,X-01,57,28,SELATAN,567,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947412,2.133846121,0,0,0,0,0,0,media/,media/
1267,1904A09SMLJ0000000000128997,Meranti,X-01,57,28,SELATAN,567,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947415,2.133180484,0,0,0,0,0,0,media/,media/
1268,1904A09SMLJ0000000000128999,Meranti Merah,X-01,57,28,SELATAN,567,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7946696,2.133135238,0,0,0,0,0,0,media/,media/
1271,1904A09SMLJ0000000000129000,Meranti Merah,X-01,57,28,SELATAN,567,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7947868,2.132749573,0,0,0,0,0,0,media/,media/
1291,1904A09SMLJ0000000000129001,Meranti Merah,X-01,57,29,UTARA,556,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7949166,2.134678012,20.5,77,59,68,7.44,2069,media/,media/
1301,1904A09SMLJ0000000000129002,Meranti Merah,X-01,57,29,UTARA,556,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7949851,2.135803181,17.5,58,42,50,3.44,2072,media/,media/
1307,1904A09SMLJ0000000000129004,Meranti Merah,X-01,57,30,SELATAN,548,POHON TEBANG,Sudah Tebang,icon/mature_tree.svg,116.7949509,2.136746925,18,108,79,93,12.23,1333,media/,media/
1310,1904A09SMLJ0000000000129005,Meranti Merah,X-01,57,30,SELATAN,548,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7949875,2.136387295,0,0,0,0,0,0,media/,media/
