nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,Group,Icon,nomor_jalur,no_produk,rata_rata_pohon,panjang_pohon,pangkal_pohon,ujung_pohon,volume_pohon,arah_jalur,Latitude,Longitude,status_tebang,panjang_jalur,status_pohon,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,chart_link
1175,1904A09SMLJ0000000000139932,Kapur,X-11,97,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.116663192,116.8280851,Belum Tebang,728,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1176,1904A09SMLJ0000000000139933,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.116726535,116.828202,Belum Tebang,728,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1183,1904A09SMLJ0000000000139934,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,27,1320,44,19.1,51,38,2.9,UTARA,2.119042301,116.8280203,Sudah Tebang,728,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1189,1904A09SMLJ0000000000139938,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.113506188,116.8282576,Belum Tebang,728,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1198,1904A09SMLJ0000000000139939,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.118795691,116.8283333,Belum Tebang,725,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1199,1904A09SMLJ0000000000139940,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.118732353,116.8282614,Belum Tebang,725,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1214,1904A09SMLJ0000000000139941,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.116198762,116.8283004,Belum Tebang,725,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1228,1904A09SMLJ0000000000139942,Jambu-jambu,X-11,97,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.113554124,116.8284526,Belum Tebang,725,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1230,1904A09SMLJ0000000000139943,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.11347269,116.8283627,Belum Tebang,725,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1235,1904A09SMLJ0000000000139944,Jambu-jambu,X-11,97,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.113622434,116.8285751,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1248,1904A09SMLJ0000000000139945,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.115723876,116.8285767,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1257,1904A09SMLJ0000000000139946,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.116785359,116.828486,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1268,1904A09SMLJ0000000000139947,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,29,1470,58,19.9,66,50,5.26,UTARA,2.118268371,116.8285246,Sudah Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1271,1904A09SMLJ0000000000139948,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.118613347,116.8285725,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1277,1904A09SMLJ0000000000139949,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.119676278,116.8284472,Belum Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1280,1904A09SMLJ0000000000139950,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,29,1281,53,23.8,62,45,5.25,UTARA,2.119838556,116.8285161,Sudah Tebang,729,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1282,1904A09SMLJ0000000000139951,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.113200398,116.828732,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1289,1904A09SMLJ0000000000139919,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.119572886,116.8287225,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1291,1904A09SMLJ0000000000139920,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.119054041,116.8286949,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1300,1904A09SMLJ0000000000139921,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.118049216,116.8286837,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1305,1904A09SMLJ0000000000139928,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.116850022,116.8287358,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1309,1904A09SMLJ0000000000139952,Kapur,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.116525444,116.8286978,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1315,1904A09SMLJ0000000000139953,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.115270367,116.8286993,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1319,1904A09SMLJ0000000000139954,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.114545677,116.8287374,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1321,1904A09SMLJ0000000000139955,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.114363425,116.8287492,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1330,1904A09SMLJ0000000000139968,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.113729543,116.8288935,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1331,1904A09SMLJ0000000000139958,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.113783825,116.8288845,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1332,1904A09SMLJ0000000000139959,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.113810964,116.8288665,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1334,1904A09SMLJ0000000000139960,Nyatoh,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.114142377,116.8289515,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1337,1904A09SMLJ0000000000139961,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.114690099,116.8289802,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1340,1904A09SMLJ0000000000139962,Kempas,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.115604316,116.8288597,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1352,1904A09SMLJ0000000000139963,Jabon,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.117997255,116.8288267,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1356,1904A09SMLJ0000000000139964,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.118741133,116.8288959,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1360,1904A09SMLJ0000000000139966,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.118990184,116.8288934,Belum Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1365,1904A09SMLJ0000000000139967,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,31,1317,46,18.3,53,39,3.04,UTARA,2.119297867,116.8288973,Sudah Tebang,735,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1383,1904A09SMLJ0000000000139957,Jambu-jambu,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.119129078,116.8290766,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1389,1904A09SMLJ0000000000139969,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.118430443,116.8290215,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1395,1904A09SMLJ0000000000139970,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.116730115,116.8290367,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1398,1904A09SMLJ0000000000139971,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.116128269,116.8290805,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1401,1904A09SMLJ0000000000139972,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.115738091,116.829017,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1404,1904A09SMLJ0000000000139973,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.115541737,116.8291156,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1412,1904A09SMLJ0000000000139974,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.114264565,116.8290773,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1414,1904A09SMLJ0000000000139975,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.114156006,116.8291313,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1419,1904A09SMLJ0000000000139976,Jambu-jambu,X-11,97,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.11341139,116.829031,Belum Tebang,736,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1425,1904A09SMLJ0000000000139977,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.114659385,116.8292771,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1427,1904A09SMLJ0000000000139978,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.114722716,116.8292861,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1428,1904A09SMLJ0000000000139979,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.114925511,116.8292728,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1438,1904A09SMLJ0000000000139980,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.116050228,116.8292421,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1444,1904A09SMLJ0000000000139981,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.116512953,116.8291639,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1446,1904A09SMLJ0000000000139982,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.116648672,116.8292718,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1448,1904A09SMLJ0000000000139983,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.116733953,116.8291439,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1449,1904A09SMLJ0000000000139984,Meranti Kuning,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.116788246,116.8292338,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1450,1904A09SMLJ0000000000139985,Meranti Kuning,X-11,97,Pohon Dewasa,icon/mature_tree.svg,33,1310,57,15.3,60,55,3.9,UTARA,2.116856234,116.829205,Sudah Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1452,1904A09SMLJ0000000000139986,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.116946701,116.829169,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1460,1904A09SMLJ0000000000139987,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.118951191,116.8292161,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1461,1904A09SMLJ0000000000139988,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.118978335,116.829234,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1468,1904A09SMLJ0000000000139989,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,33,,,,,,,UTARA,2.119694832,116.8291445,Belum Tebang,730,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1502,1904A09SMLJ0000000000139956,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,34,1298,45,17.5,52,39,2.78,SELATAN,2.116615966,116.8294951,Sudah Tebang,718,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1504,1904A09SMLJ0000000000139990,Jambu-jambu,X-11,97,Pohon Muda,icon/young_tree.svg,34,,,,,,,SELATAN,2.116336272,116.8293993,Belum Tebang,718,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1507,1904A09SMLJ0000000000139991,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,34,,,,,,,SELATAN,2.116245807,116.8294533,Belum Tebang,718,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1508,1904A09SMLJ0000000000139992,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,34,,,,,,,SELATAN,2.11618248,116.8294803,Belum Tebang,718,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1515,1904A09SMLJ0000000000139993,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,34,,,,,,,SELATAN,2.113954974,116.8294386,Belum Tebang,718,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1529,1904A09SMLJ0000000000140000,Keranji,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.114068179,116.829682,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1533,1904A09SMLJ0000000000140001,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.114560692,116.829721,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1538,1904A09SMLJ0000000000140002,Medang,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.115003732,116.8296765,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1552,1904A09SMLJ0000000000140003,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.117652258,116.8296527,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1553,1904A09SMLJ0000000000140004,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.117688447,116.8296616,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1555,1904A09SMLJ0000000000140005,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.117760817,116.8295897,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1559,1904A09SMLJ0000000000140006,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.118914476,116.829653,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1560,1904A09SMLJ0000000000140007,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.118968259,116.8295961,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1562,1904A09SMLJ0000000000140008,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.119058733,116.8296231,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1565,1904A09SMLJ0000000000140009,Jambu-jambu,X-11,97,Pohon Muda,icon/young_tree.svg,35,,,,,,,UTARA,2.119832787,116.8295488,Belum Tebang,706,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1581,1904A09SMLJ0000000000139996,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,36,,,,,,,SELATAN,2.118808943,116.8299224,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1583,1904A09SMLJ0000000000139997,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,36,1289,56,23.7,63,49,5.84,SELATAN,2.118124487,116.8298723,Sudah Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1584,1904A09SMLJ0000000000139998,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,36,1285,61,23,73,50,6.72,SELATAN,2.118034593,116.8299002,Sudah Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1586,1904A09SMLJ0000000000142553,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,36,1312,79,9.9,81,78,4.85,SELATAN,2.117944119,116.8298733,Sudah Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1590,1904A09SMLJ0000000000140011.01,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,36,1311,62,13.1,69,55,3.95,SELATAN,2.117614523,116.8298749,Sudah Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1590,1904A09SMLJ0000000000140011.02,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,36,1299,47,17.2,55,40,2.98,SELATAN,2.117614523,116.8298749,Sudah Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1593,1904A09SMLJ0000000000140012,Meranti Merah,X-11,97,Pohon Dewasa,icon/mature_tree.svg,36,1294,61,23.9,66,56,6.98,SELATAN,2.116590844,116.8298263,Sudah Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1614,1904A09SMLJ0000000000140013,Bangkirai,X-11,97,Pohon Muda,icon/young_tree.svg,36,,,,,,,SELATAN,2.113777492,116.82985,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1616,1904A09SMLJ0000000000140014,Meranti Merah,X-11,97,Pohon Muda,icon/young_tree.svg,36,,,,,,,SELATAN,2.113536788,116.8298606,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1621,1904A09SMLJ0000000000139999,Meranti Putih,X-11,97,Pohon Muda,icon/young_tree.svg,37,,,,,,,UTARA,2.113681309,116.830051,Belum Tebang,724,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
